metric_id,classification,na_share_pct,confidence,proposed_base,parent_qid,parent_condition,coherence_check,rationale,flags
REW264_PEN_AEDEFAULT,a_conditioning_child,8.2,medium,"orgs with a DC scheme = REW26_BEN_PENSION_TYPE in (DC, Hybrid) (n=199)",REW26_BEN_PENSION_TYPE,"value in ('DC','Hybrid') = has a DC scheme (parent-No = 'DB', n=21)",18 'Not applicable (no DC scheme)' vs 21 PENSION_TYPE='DB': overlap 1 (17 N/A-but-DC/Hybrid; 20 DB-but-substantive); sibling REW264_PEN_GREENDEFAULT's 18 'no DC default fund' N/As overlap this 18-set by only 2,'No DC scheme' has an exact parent definition in the bank (pension-type authority); sets are a shambles but the parent is semantically right — class (a) with seed-repair noted,DC family: REW264_PEN_AEDEFAULT + REW264_PEN_GREENDEFAULT should share the same DC-exists gate yet their own N/A sets overlap 2/18 — three-way incoherence (AEDEFAULT vs GREENDEFAULT vs PENSION_TYPE) to reseed
REW264_PEN_GREENDEFAULT,a_conditioning_child,8.2,medium,orgs with a DC arrangement = REW26_BEN_PENSION_TYPE DC or Hybrid (n=199 of 220),REW26_BEN_PENSION_TYPE,"REW26_BEN_PENSION_TYPE in ('DC','Hybrid') — i.e. operates a DC default fund; parent-No = 'DB' (21 orgs)","18 GREENDEFAULT-N/A vs 21 PENSION_TYPE='DB': overlap only 2; 16 orgs N/A-but-DC, 19 DB orgs answered a default-fund stance. Sibling REW264_PEN_AEDEFAULT N/A (also 18, same 'no DC' semantics) overlaps GREENDEFAULT-N/A at only 2 — the two siblings' N/A sets are near-disjoint despite identical meaning.","'Not applicable (no DC default fund)' is a clean parent-exists skip and the bank HAS the gate: scheme type. No 'no pension' option exists (auto-enrolment), so DB-only is the entire parent-No side — semantically exact.","Pension-DC family: REW26_BEN_PENSION_TYPE parent of REW264_PEN_AEDEFAULT / REW264_PEN_GREENDEFAULT (and likely CONTRIBTIER/AUTOESC). Sets are MESSY (2/18 vs parent, 2/18 between siblings) — classic seed-repair work; parent is semantically right so (a) stands. 'Unsure' (14) is a DK-type co-option — queued blanket-DK, stays out of this sweep."
REW_PAY_017,a_conditioning_child,7.7,medium,orgs paying on-call-family allowances = REW_PAY_016 any of the 3 ticks (n=122; 'On-call allowance' alone = 71),REW_PAY_016,"REW_PAY_016 includes any of ticks 'On-call allowance', 'Standby allowance', 'Call-out allowance'",17 child-N/A vs 93 no-on-call-tick orgs who answered child; overlap 6; 11 N/A-but-tick-Yes; 87 no-tick-but-substantive - messy on both sides (203 substantive answers vs 122 tick-any orgs).,Payment basis for on-call allowances only applies where on-call arrangements are paid; REW_PAY_016 is the allowances-presence multi-select. The 3-tick family definition matches the child's option set ('Per call-out' folds call-out allowances in).,Gate-definition choice needed at build: 'On-call allowance' tick alone (71) vs 3-tick family (122) - proposed the family since child options span per-call-out. Heavy seed repair either way.
REW_BEN_100,a_conditioning_child,7.3,high,orgs offering PMI = REW_BEN_038 tick 'Private Medical Insurance (PMI)' (n=130),REW_BEN_038,tick 'Private Medical Insurance (PMI)' — the established PMI presence authority (r3sw6/r3sw8 precedent; n=130),16 'Not offered' vs 90 non-PMI-tick orgs: overlap 5; 11 Not-offered-but-tick; 85 non-tick-but-substantive. Sibling REW_BEN_044's 82 'Not offered' overlap the 90 non-tick by only 40,"PMI eligibility-proportion is a child of PMI presence; REW_BEN_038 tick is the ruled authority per r3sw6/r3sw8, so class (a) despite messy sets (85 non-tick orgs currently give eligibility proportions — seed-repair)",PMI family: REW_BEN_038 authority; REW_BEN_044/REW_BEN_100/REW263_BEN_PMIEXCESS children. Oddity: 'Not offered' on REW_BEN_100 carries NO is_na flag in options_json today (unlike every sibling in this batch)
REW_INC_104,a_conditioning_child,6.8,medium,orgs with a bonus scheme = REW_INC_103 not 'None' (n=179),REW_INC_103,REW_INC_103 != 'None' (a bonus scheme exists),15 child-N/A vs 41 scheme-None (all answered child); overlap just 1; 14 N/A-but-scheme-Yes; 40 scheme-None orgs reported a substantive payout percentage - major seed incoherence on both sides.,"Average payout vs maximum presupposes a bonus scheme; REW_INC_103's 'None' side is the scheme-exists gate. Parent semantically right, so (a) despite the worst set coherence in the batch.",The 14 scheme-Yes N/A orgs likely mean 'no defined maximum' (uncapped/discretionary) - a substantive state the option set can't express; consider an explicit option at redesign. The 40 no-scheme orgs with payout figures are priority seed repair. Bonus family with REW263_INC_POOLFUND (same parent).
EXT_REW_GAP_005,a_conditioning_child,4.2,high,orgs operating a long service award scheme = EXT_REW_GAP_004 'Yes' (n=150),EXT_REW_GAP_004,EXT_REW_GAP_004 = 'Yes' (operates a long service award scheme),"5 child-N/A vs 48 parent-No; overlap only 2; 3 N/A-but-parent-Yes. Worse: 25 of 114 substantive milestone answerers are parent-No orgs (parent Yes=150, child n=119) - seed repair needed on the parent-No side.",Milestones question only applies where a long service scheme exists; the bank has the exact Yes/No exists-gate (EXT_REW_GAP_004). N/A leaves graph+n; distribution renders over scheme-operating orgs.,"Don't know option present (queued blanket-DK diff, not this sweep). Long-service family: EXT_REW_GAP_004 parent of GAP_005 and GAP_007 (GAP_006 retired) - GAP_007 should take the same gate."
REW_INC_132,a_conditioning_child,4.1,high,orgs operating LTI plans = REW_INC_131 = 'Yes' (n=65),REW_INC_131,= 'Yes' (operates long-term incentive or equity plans),9 N/A vs 155 REW_INC_131='No': overlap 7; 2 N/A-but-parent-Yes; 148 parent-No orgs answered LTIP types substantively — either 132's seeds ignore the gate or 131's No-share (70%) is wrong; biggest seed-repair item in this batch,"REW_INC_131 is an explicit Yes/No exists-question directly gating 'which types of LTIP are offered' — the cleanest parent in the batch. The live sets are catastrophically incoherent (211 orgs give LTIP types while only 65 say Yes to operating any) — that is seed damage, not classification doubt.",LTIP FAMILY: REW_INC_131 parent of REW_INC_132 and REW_INC_133 (eligibility matrix); related REW263_INC_DEFERRAL. Conditioning to n=65 removes ~146 substantive answers as-is — parent/child reseed reconciliation is prerequisite before the base can be enforced.
REW_INC_070,a_conditioning_child,2.3,high,orgs with a bonus scheme = REW_INC_103 != 'None' (n=179 of 220),REW_INC_103,"REW_INC_103 != 'None' — bonus-exists authority, the SAME parent r3sw5 used to condition sibling REW_INC_071 clawback","5 070-N/A orgs vs 41 INC_103='None' orgs: overlap only 2; 39 bonus-less orgs answered malus substantively (vacuous — the exact pattern r3sw5 repaired on 071) and 3 orgs are N/A despite having a bonus. Reference sibling post-fix: 071-N/A (73) fully contains all 41 bonus-less orgs, 0 strays.",Malus provisions presuppose a bonus/incentive scheme; the bank's ruled bonus-exists gate is INC_103!='None' (r3sw5 PART B precedent on 071). 070 was left out of that fix and shows the identical vacuous-answer pattern.,"Bonus-governance family: REW_INC_065 gatekeeper / REW_INC_070 malus / REW_INC_071 clawback (conditioned r3sw5) / REW_INC_104 payout / REW263_INC_DEFERRAL / REW263_INC_POOLFUND all share the INC_103 gate. Seed repair: mirror the r3sw5 UNIFORM/33 treatment onto 070's 39 vacuous answers, then add a 070-subset guard to coherence_pairs like 071's."
REW_INC_060,a_conditioning_child,1.2,medium,orgs with a bonus scheme = REW_INC_103 != 'None' (n=179 of 220),REW_INC_103,!= 'None' (some population eligible for a bonus scheme),"2 N/A vs 41 REW_INC_103='None': overlap 1; 1 N/A-but-parent-Yes; of the 41 'None' orgs, 14 never answered INC_060, 26 answered substantively (mess), 1 N/A",'Measures used in your main bonus scheme' presupposes a scheme; the non-'None' side of REW_INC_103 (bonus eligibility) is the bank's exists-gate. Tiny N/A (2 orgs) and a partially gated answer base (164/220) suggest seed-level conditioning already half-applied.,"BONUS FAMILY: REW_INC_103 gate would also serve REW_INC_061/069/104/111, REW263_INC_DEFERRAL/POOLFUND, REW265_INC_BONUSDISC/BONUSTIME — group the ruling. 26 no-scheme orgs carrying substantive measure ticks = seed repair. Multi-select: re-percentage semantics differ (prevalence view, Option B precedent)."
REW264_HLT_FERTROUTE,b_repercentage,90,medium,answerers minus N/A: n 220 -> 22 (suppression-floor watch),,,22 non-N/A (funders) vs 30 REW_BEN_038 fertility-tickers: overlap only 4; 18 funders lack the 038 tick (incoherent — repair side); 26 tickers are N/A on FERTROUTE (defensible: offered-but-not-funded). 198 N/A vs 190 no-tick: overlap 172.,"Gate semantics are 'fertility support FUNDED'; the nearest bank parent — REW_BEN_038 tick 'Fertility/family-forming support' — measures the broader 'offered' (support can be non-funded leave/guidance), and live sets contradict it so hard that conditioning on the tick would EXCLUDE 18 of the 22 actual funders from their own metric. Re-percentage over the 22 funders is the only honest base today.","Fertility family: REW_BEN_038 FERTILITY_FAMILY_FORMING_SUPPORT tick, REW263_TIME_IVF ('None'=209 — substantive zero, not N/A), REW263_TIME_FERTLEAVE (N/A 51), REW264_HLT_FERTROUTE. Seed repair: 18 funders-without-tick should either gain the 038 tick or lose the funding answer; after repair this becomes an (a) candidate on the 038 tick. Residual n=22 near suppression floor."
REW263_GOV_UMBRELLA,b_repercentage,37.7,high,answerers minus N/A: n 220 -> 137,,,"83 N/A orgs; overlap with the shift-family N/A 37-set is only 14 — a distinct contingent-labour population, so borrowing the shift gate would be wrong. No umbrella/agency exists-question in the bank (3 hits, all practice metrics).","N/A = 'we don't use umbrella/agency workers' — genuine doesn't-apply, but no clean usage gate exists. ATT_HIR_AGENCY_RATE_01 (agency usage rate) is a numeric matrix answered by 214 orgs, not a presence gate; deriving a gate from rate==0 would be a new mechanism, not an existing parent.",Candidate future gate: derive agency-usage presence from ATT_HIR_AGENCY_RATE_01 or add an exists-question; REW265_PAY_AGENCYPAR shares the same implicit gate (same family).
REW_BEN_REM_PAY_001,b_repercentage,36.1,medium,answerers minus N/A: drop 'Not applicable' (61) -> n=108 of 169 (module-gated base; 'Treatment varies by role or case' (34) and DK (14) stay for now),,,"61 N/A orgs; all 61 also answered the remote-conditional EXT_REW_GAP_009 (uninformative — 217/221 orgs answered it, it lacks a no-remote side to pair against). No measurable parent-No set exists","N/A means 'office-to-remote moves don't happen here', but no remote-working presence gate exists in the bank: EXT_REW_GAP_009/010 are themselves remote-conditional children without N/A options, and the hybrid-policy question PROP_1165a15a is status=proposed, not active.",'Treatment varies by role or case' (34) is a varies-type option — STAYS on graph. DK co-option: 'Don't know' (14) -> blanket-DK diff. REM-PAY FAMILY: REW_BEN_REM_PAY_001..005 likely share the latent no-remote cohort — rule as a family; a future remote/hybrid presence question converts them to (a).
REW265_BEN_ENHANCEDVR,b_repercentage,35.5,medium,answerers minus N/A: drop 'Not applicable (VR not used)' (78); re-percentage over 142 VR-using orgs (94 'Same as compulsory terms' + 48 'Yes — enhanced'),,,78 N/A orgs measured live; full redundancy-family question sweep found no 'do you use voluntary redundancy' gate; RED_COST_01 has no N/A side to cross-check against (all 188 answers substantive cost bands).,"'VR not used' is presence-absence (the org runs no voluntary redundancy practice), not a terms stance — the no-enhancement stance is already carried by 'Same as compulsory terms'; no VR-usage gate exists anywhere in the redundancy family (RED_TERM/RED_PROC/RED_NOTICE/RED_COST/CONT_04/05 all searched).",Borderline with (c): 'VR not used' is a real policy fact and its 35% prevalence is lost from all surfaces once off-graph — flag for ruling; candidate new VR-usage gate metric would upgrade to (a). Redundancy family grouping with RED_TERM_03 (this batch).
REW265_PAY_EARLYCAREER,b_repercentage,25.5,high,answerers minus N/A: drop 'Not applicable (no apprentices or graduates)' (56) -> n=164 of 220,,,56 N/A orgs measured; no candidate parent question exists in the bank to pair against (search of active questions returned none),"N/A genuinely means the org employs no apprentices/graduates, but the bank has no early-career workforce presence gate (searched apprentice/graduate/early career/intern — only the retired REW_PAY_HOURLY_MIN even mentions apprentices).","A future 'do you employ apprentices/graduates' presence question would convert this to (a) cleanly — 25.5% N/A is a large re-percentage swing, worth noting in the ruling."
REW263_TIME_FERTLEAVE,b_repercentage,23.2,medium,answerers minus N/A (drop 51 'Not applicable'; re-percentage over 169 answerers),,,"Tested REW_BEN_038 FERTILITY_FAMILY_FORMING_SUPPORT as gate and rejected: 42/51 N/A orgs lack the tick, but so do 148 of the substantive answerers (only 30 ticks bank-wide) - the tick separates nothing.","The question is itself the exists-question with 'No' on the graph, so N/A has no parent semantics - every org could provide fertility leave. The only candidate gate, REW_BEN_038 tick 'Fertility/family-forming support', is a different concept (support benefit, not dedicated leave) and measured incoherent, so no clean parent exists: drop N/A and re-percentage.",N/A semantically duplicates 'No' (128 No vs 51 N/A) - likely member confusion; option-retirement candidate at redesign. Time-off/family group.
REW263_REC_CURRENCY,b_repercentage,20.5,medium,answerers minus N/A: drop 'Not applicable' (45); re-percentage over 175 recognition-scheme orgs,,,Negative control: 45 child-N/A vs REW263_REC_PEER 'No' (110): overlap only 23 — confirms peer-to-peer is not the right gate. No presence question found in bank-wide search.,"N/A means 'no recognition scheme' but no general recognition-presence gate exists: REW263_REC_PEER gates only peer-to-peer programmes, EXT_REW_GAP_001's 'No dedicated recognition budget' is a budget fact not scheme presence, and REW_BEN_038 has no recognition tick.","'Mixed' (44) is substantive and STAYS on graph. Recognition family lacks a presence parent: REC_CURRENCY, REC_PEER, REC_MGRBUDGET, REC_IMPACT, EXT_REW_GAP_001–003 — candidate new gate metric would upgrade this row to (a)."
REW_BEN_102,b_repercentage,19.5,medium,answerers minus 'Not offered': n 220 -> 177,,,43 'Not offered' vs WEL_BMAP 'None of the above' 43: overlap only 6. Vs REW264_PEN_NICSHARING 'No sal-sac scheme' 89: overlap 29. Vs REW264_PEN_SALSACIMPACT N/A 23: overlap 6.,"'Not offered' = no salary-sacrifice arrangements — genuine doesn't-apply, but NO clean general-sal-sac presence gate exists: REW_BEN_038 carries only car/technology sal-sac ticks, REW26_BEN_SALSAC is pension-by-default only, WEL_BMAP_FIN_SALARY_SACRIFICE_001 covers just childcare/cycle/pension. Every candidate measured incoherent, none semantically covers 102's any-arrangement scope.","Sal-sac family: WEL_BMAP_FIN_SALARY_SACRIFICE_001, REW26_BEN_SALSAC, REW264_PEN_SALSACIMPACT/SALSACRESPONSE (N/A 23) vs NICSHARING ('No sal-sac scheme' 89) — the family's own no-sal-sac sets contradict each other 23 vs 89 with weak overlaps; candidate future composite gate + seed repair. BMAP has a DK option (is_na=true) — queued blanket-DK."
REW264_INC_SHAREPLAN,b_repercentage,17.7,high,answerers minus N/A: drop 'Not applicable (no shares)' (39) -> n=181 of 220; 'Neither' (138) stays on graph as the substantive no,,,"39 N/A orgs by ownership_type: 7 Charity/Non-profit, 5 Mutual/Co-op, 6 Public Sector Body, 21 NULL — 18 of the 18 classified ones are share-incapable forms; the 21 NULL rows are a firmographic gap, not a contradiction","'No shares' is a corporate-form fact (charities, mutuals, public bodies cannot operate SAYE/SIP) — real doesn't-apply, but no share-capital/corporate-form metric exists in the bank; orgs.ownership_type is a firmographic column, not a question, so no (a) gate is available.","SHARE-PLAN FAMILY: this metric is itself the PARENT of REW265_INC_SHAREPART — measured PERFECT coherence (SHAREPART N/A set (177) == SHAREPLAN 'Neither'+'N/A' set (177), 0 violations both ways); prompt's SIPELEM/SAYEDISC ids not present in this bank. If a corporate-form gate is ever wanted, ownership_type could seed one (21 NULL rows need backfill first). Related: REW265_INC_EOT."
REW_FAI_STUDY_TIME_93b6ef22,b_repercentage,17,medium,answerers minus N/A: drop 'Not applicable' (35); re-percentage over 171 orgs (No 51 / limited 62 / paid leave 58 — all stay),,,"Family N/As don't even agree with each other: STUDY_TIME N/A=35 vs CAP_SKL_QUAL_LVL N/A=14, overlap 3; vs CAP_ENA_QUAL_ELIG N/A=17, overlap 1 — confirms no latent common gate is being expressed.","N/A means 'we don't fund qualifications' but NO funding-presence gate exists: the whole funded-qualification family (CAP_ENA_QUAL_ELIG, CAP_SKL_QUAL_LVL, PRO_GOV_QUAL_CLAW, PRO_GOV_QUAL_CLAW_DUR, this metric) carries per-child N/A options with no shared parent.","Funded-qualification family (5 metrics) is the strongest candidate in this batch for a NEW presence-gate metric — would upgrade all five to (a) and repair the mutually incoherent N/A sets. REW_BEN_FAM_009 (paid study/exam leave) is adjacent but is provision, not funding presence."
REW262_PAY_CANCELLEDSHIFT,b_repercentage,16.8,high,answerers minus N/A: drop 'Not applicable' (37) -> n=183 of 220,,,"37 N/A orgs are EXACTLY the same set as REW262_PAY_SHIFTNOTICE N/A (37, set-equal) and REW263_PAY_SHIFTRIGHTS N/A (37, set-equal) — a perfectly coherent latent 'no shift workers' cohort with no bank gate","N/A cleanly means 'no shift/casual workers' but the bank has NO shift-worker or hourly-workforce presence gate (searched shift/hourly/zero-hours/workforce; REW_FAI_CANCEL_1bbcc629 is a near-duplicate practice question, not a gate). The latent parent is real — the N/A cohort is set-identical across the whole shift family — it just is not in the bank.","SHIFT FAMILY: REW262_PAY_CANCELLEDSHIFT / REW262_PAY_SHIFTNOTICE / REW263_PAY_SHIFTRIGHTS share the identical 37-org N/A set — one ruling covers all three, and a future shift-worker presence question would convert the family to (a) with zero seed repair. Near-duplicate REW_FAI_CANCEL_1bbcc629 (n=219, no N/A option) overlaps this metric's content."
REW262_PAY_SHIFTNOTICE,b_repercentage,16.8,high,answerers minus N/A: n 220 -> 183,,,"N/A sets IDENTICAL across the trio: SHIFTNOTICE (37) == CANCELLEDSHIFT (37) == SHIFTRIGHTS (37), set equality verified. GUARANTEEDHRS/GUARHRSAVG N/A (30, also identical pair) overlap the 37-set at 26 — 4 guaranteed-hours-N/A orgs are not shift-N/A.","N/A genuinely means 'no shift/variable-hours workforce' but NO exists-gate is in the bank (searched shift/zero-hours/variable-hours: only practice questions). Drop from graph and denominator, re-percentage over the 183 shift-running orgs.",ERA-2025 shift family: REW262_PAY_GUARANTEEDHRS / REW262_PAY_CANCELLEDSHIFT / REW262_PAY_SHIFTNOTICE / REW263_PAY_SHIFTRIGHTS / REW263_PAY_GUARHRSAVG share one implicit 'employs shift/variable-hours workers' gate — strong candidate for a new parent metric (would convert all five to class a). Config inconsistency: SHIFTNOTICE na_handling_json carries na_codes ['NOT_APPLICABLE'] while SHIFTRIGHTS/GUARHRSAVG carry [].
REW263_PAY_SHIFTRIGHTS,b_repercentage,16.8,high,answerers minus N/A: n 220 -> 183,,,"SHIFTRIGHTS N/A set (37) verified IDENTICAL to SHIFTNOTICE and CANCELLEDSHIFT N/A sets (set equality, not just count); GUARHRSAVG N/A (30) overlaps at 26.",Same missing 'employs shift/variable-hours workers' gate as REW262_PAY_SHIFTNOTICE — genuine doesn't-apply with no parent in bank; re-percentage over 183.,"Same ERA-2025 shift family as SHIFTNOTICE (5 metrics, one implicit gate — new-gate candidate). Content note: SHIFTRIGHTS is a composite restatement of CANCELLEDSHIFT + SHIFTNOTICE (notice/cancellation-pay/both) — dedup candidate. Its na_handling na_codes is [] while sibling SHIFTNOTICE has ['NOT_APPLICABLE']."
REW_PRO_030,b_repercentage,16.4,medium,answerers minus N/A (n=184 of 220),,none clean — GRO_CP_01 (career pathways) and PAYTR_03_db0108d6 (formal pay-progression policy) are adjacent but neither is an exists-gate for 'progression eligibility' (PROP_227d12c1 career framework is status=proposed),"36 N/A vs 90 GRO_CP_01 in ('No','In development'): overlap only 13 — measured and rejected as a parent (semantically about pathway clarity, not eligibility existence)","N/A = no formal progression-eligibility mechanism, a genuine doesn't-apply with no clean parent in the bank; drop from graph+n and re-percentage over answerers","nearest neighbours GRO_CP_01 / PAYTR_03_db0108d6 tested and rejected (13/36); if the progression family grows, add an explicit framework-exists gate"
REW_PAY_011,b_repercentage,15.5,high,answerers minus N/A: n 220 -> 186,,,"34 N/A orgs; overlap with the shift-family N/A set (37) is only 9 — a distinct population, so the shift gate can't be borrowed. No hourly-workforce exists-question found (overtime search returns only practice metrics).","N/A = 'no overtime-eligible (hourly/non-exempt) workforce' — the metric genuinely doesn't apply; no workforce-composition exists gate is in the bank. 'No' (48) remains the substantive negative (eligible staff exist, overtime unpaid), so N/A leaves graph and denominator.","Overtime family: REW_PAY_011 'Yes' (138) is itself the natural PARENT for REW_Q528801 (overtime multiplier matrix), OT_03_1a68c68a (TOIL) and OT_04_b14623a6 (shift premiums) — when those are swept, gate them on 011='Yes' rather than re-percentaging."
REW262_PAY_GUARANTEEDHRS,b_repercentage,13.6,high,answerers minus N/A (n=190 of 220),,"none — no 'has variable/zero-hours workers' gate in the bank (PROP_94199ca7 contingent-% is status=proposed; REW_FAI_MIN_HOURS_8518a543 is a substantive metric n=210, not a gate)","Its 30-org N/A set is identical 30/30 to REW263_PAY_GUARHRSAVG's; overlaps 26/30 with the 37-org N/A set shared identically (37/37/37) by REW262_PAY_CANCELLEDSHIFT, REW262_PAY_SHIFTNOTICE and REW263_PAY_SHIFTRIGHTS","N/A = no variable-hours workforce, a genuine doesn't-apply, but the bank holds no workforce-composition parent; re-percentage over answerers","zero-/variable-hours family of 5 (GUARANTEEDHRS, CANCELLEDSHIFT, SHIFTNOTICE, SHIFTRIGHTS, GUARHRSAVG) with two internally-identical N/A sets (30 and 37, 26 shared) — a latent gate worth adding to the bank; GUARANTEEDHRS ≈ GUARHRSAVG near-duplicates"
REW263_PAY_GUARHRSAVG,b_repercentage,13.6,high,answerers minus N/A (n=190 of 220),,none — same gap as REW262_PAY_GUARANTEEDHRS: no zero-/low-hours workforce gate in the bank,"30-org N/A set identical 30/30 to REW262_PAY_GUARANTEEDHRS's; 26/30 inside the 37-org N/A set shared by the shift-notice trio (CANCELLEDSHIFT/SHIFTNOTICE/SHIFTRIGHTS, mutually 37/37)","N/A = no zero-/low-hours workers, genuine doesn't-apply with no parent metric available; re-percentage over answerers","zero-/variable-hours family (5 metrics, see REW262_PAY_GUARANTEEDHRS row); near-duplicate of REW262_PAY_GUARANTEEDHRS — consider retiring one"
RED_NOTICE_01,b_repercentage,9,medium,answerers minus N/A: drop 'Not applicable / Don't know' (15) from graph+n -> n=152 of 167 (module-gated base; 54 orgs never answered),,,15 orgs on the combined N/A/DK option (measured live); RED_COST_01 options carry no not-applicable side to pair against; 167/221 orgs answered,"Redundancy-notice policy applies to any employer in principle; the N/A reads as 'no redundancy experience to draw on' and no redundancy-occurred gate exists in the bank (RED_COST_01 has no N/A side; RED_PROC_* are universal yes/no). Not the statutory-only pattern — that watch applies to redundancy TERMS, not notice handling.",DK CO-OPTION: single combined 'Not applicable / Don't know' label — coordinate with the queued blanket-DK diff before ruling; same-family precedent: RED_TERM_01's NOT_APPLICABLE_DON_T_KNOW stayed a genuine skip (is_na=true) in server/migrate_red_term_01_na_flag.py. Redundancy family: RED_NOTICE/RED_PAY/RED_TERM/RED_PROC/RED_COST + CONT_04/05. 'Case-by-case / discretionary' (9) is substantive and stays on graph.
REW_PAY_014,b_repercentage,6.8,high,answerers minus N/A: drop 'Not applicable' (15); re-percentage over 205 orgs with bank-holiday-working populations; 'No premium' (39) STAYS as the substantive zero-premium stance,,,15 N/A orgs measured live; full bank-holiday family sweep found no working-pattern gate; nothing suitable in REW_PAY family either.,"N/A = 'nobody works bank holidays here' ('where applicable' is in the question text) — genuine doesn't-apply, but no gate exists: the bank-holiday family (HOL_001/002/008, PAY_014) contains no 'do employees work bank holidays' question.","Guard the 'No premium' (39) / 'Not applicable' (15) distinction in member guidance — post-change, orgs whose staff never work BHs must not be steered to 'No premium'. 'Other' (35) stays (substantive)."
PROP_36b990f9,b_repercentage,6.5,medium,answerers minus N/A (n=203 of 217),,"none clean — REW26_BEN_PENSION_TYPE (DC 195/DB 21/Hybrid 4, all 220 answered) has no 'no pension' side, so no exists-gate is possible; UK auto-enrolment makes one pointless","All 14 'Not applicable / not offered' orgs answered REW26_BEN_PENSION_TYPE substantively (13 DC, 1 DB) — the N/A set is 14/14 contradicted elsewhere, i.e. seed noise, not a real not-offered population",N/A genuinely means 'no pension to describe' but every N/A org claims a scheme on the pension-type authority and no parent gate exists in the bank; drop from graph+n and re-percentage,'Varies widely' is currently is_na=true in options_json — a varies-option co-opted as N/A (same defect class the RED_TERM_01 migration fixed; varies must stay on graph); 'Don't know' option (0 answers) → blanket-DK diff; the 14 contradicted N/As are seed-repair candidates
REW263_TIME_IVF,b_repercentage,4.5,medium,answerers minus N/A: drop 'Not applicable' (10) -> n=210 of 220,,,"10 N/A vs 190 no-fertility-tick orgs (038): overlap 6; 4 N/A-but-tick-Yes; 038 fertility tick = 30 orgs. Contrast sibling REW264_HLT_FERTROUTE: 198 N/A, 172/190 coherent with the no-tick set — that one IS a conditioning child (different batch)","The metric is framed universally ('...do you provide, if any?') with a substantive-zero option 'None' that 209/220 orgs used — conditioning on the REW_BEN_038 fertility tick (30 orgs) would contradict 184 substantive no-tick answers. The N/A adds nothing beyond 'None'; it is a doesn't-apply residue, off graph and out of n.",FERTILITY FAMILY: REW_BEN_038 tick 'Fertility/family-forming support' is the presence authority; REW264_HLT_FERTROUTE (and arguably REW263_TIME_FERTLEAVE) are the true conditioning children. 'None' must stay on graph as the substantive zero.
PROP_11a83d52,b_repercentage,4.2,medium,answerers minus N/A: drop 'Not applicable (no health plan / not permitted)' (9) from graph+n -> n=207 of 216 (DK=8 stays pending blanket-DK diff),,,"9 N/A vs 66 no-health-plan orgs (038 answerers lacking both PMI and Health cash plan ticks): overlap 1; 8 N/A-but-plan-Yes; cross-check vs no-PMI(038) AND REW264_HLT_CASHPLAN='No' (63 orgs): overlap 2, 7 N/A-but-plan-Yes","Compound label: the 'no health plan' leg would gate on REW_BEN_038 health ticks, but live sets contradict it — 8 of 9 N/A orgs HOLD a PMI or health-cash-plan tick, so their N/A must be the 'not permitted' leg (or noise), which has no bank gate. No single clean parent covers both legs.","DK co-option: 'Don't know' (8 answers) -> blanket-DK diff. Weak c-argument for the 'not permitted' leg (jurisdictional scope fact) but thin in a UK-only bank; recommend (b) with a label split if the metric is ever reworded. Health-plan presence family: REW_BEN_038 PMI/HCP ticks, REW264_HLT_CASHPLAN."
REW_Q049530,b_repercentage,2.9,medium,answerers minus 'Not Applicable': n 175 -> 170,,,5 Q049530-N/A vs 4 CAR_BN_02-N/A: overlap 0 — completely disjoint despite identical semantics. Answerer sets also diverge: 175 vs 188 with only 152 common.,"N/A = 'no business-need company car scheme' — genuine doesn't-apply, but the bank has NO business-need-car exists gate: CAR_STATUS_01 covers status/grade cars only, and sibling CAR_BN_02 is a criteria multi-select whose own N/A side (4 orgs) is measurably useless as a gate (zero overlap with this metric's N/A set).","Business-need-car family: CAR_BN_02 + REW_Q049530 share a missing 'BN car offered' parent — candidate new gate (would convert both to (a)); the 0-overlap N/A disjointness is seed-repair evidence. Wider car family: CAR_STATUS_01/03, CAR_COST_02; REW_BEN_038 has no company-car tick to lean on."
REW_PAY_018,b_repercentage,2.7,medium,answerers minus N/A: drop 'Not applicable' (6) -> n=214 of 220,,,"6 N/A vs 17 REW_PAY_017='Not offered / not applicable': overlap 0 (fully disjoint — 6 N/A orgs all gave substantive 017 answers, 17 not-offered orgs all gave substantive 018 answers). Total incoherence within the on-call pair","N/A means 'no call-out/on-call arrangements' but no on-call-exists gate is in the bank; the nearest signal is sibling REW_PAY_017's own co-opted 'Not offered / not applicable' option, which is not a parent and does not even overlap this N/A set.","ON-CALL FAMILY: REW_PAY_017/018 — 017's 'Not offered / not applicable' is its own N/A co-option (another batch); rule the pair together, and the zero-overlap seed contradiction needs repair regardless of ruling."
CAR_BN_02,b_repercentage,2.1,high,answerers minus N/A: drop 'Not applicable (no business need company car)' (4 orgs) from graph+n; multi-select prevalence base becomes 184 of 188,,,All 4 N/A orgs sit inside CAR_STATUS_01 'No' (4/4 overlap vs 138 status-No orgs) but that parent is semantically wrong (status car != business-need car). No semantically-right parent found in questions table.,"N/A means 'we have no business-need company car' — genuine doesn't-apply, but the bank has NO business-need-car presence gate: no CAR_BN_01 exists; CAR_STATUS_01 gates status/grade cars (a different benefit), and REW_BEN_038 has no car tick.",Business-need-car family missing presence parent: sibling REW_Q049530 (mileage eligibility) carries its own 'Not Applicable' is_na option — candidate new gate metric would condition both.
