metric_id,class,disposition,home,subject_verified,home_current_anchor,proposed_edit,reasoning
REW26_BEN_SALSAC,RECHECK,SINGLE_BASE,,,,"do-not-emit: 0.54 is large-only AND measures offer-at-all, not default enrolment; if David rules the question means 'offered', blend 0.15/0.54 (pair on REW_BEN_102) -> 0.487","On-row figure is a single base: 54% large-only (CIPD Dec 2025; base field itself concedes 'mixed lower'). The task's SINGLE_BASE test — would emitting it unblended on an all-cohort question materially overstate? — is yes, on two axes. Base axis: modest — REW_BEN_102 holds the same-survey pair (54% large / 15% SME, Fig24/Fig25, Grade A), giving a cohort blend of (0.15*30+0.54*190)/220 = 0.487, so u"
REW26_GOV_EU_PTD_PREP,RECHECK,CONTEXT_SUBGROUP,,,,"context: 0.44 is a don't-know/opinion share (unable to predict readiness), not a preparedness-stage prevalence; second element is a date (Jun 2026 deadline); no marginal","Neither element of the anchor is a cohort-consumable prevalence for this question. The 44% (CIPD PPT 2024 p4, grade B) counts employers UNABLE TO PREDICT their pay-transparency readiness — an uncertainty/opinion share, the unblendable quantity type the subclass definition names explicitly — not a position on the Not started/In progress/Ready scale the live question and its seeded headline ('Not st"
REW26_WEL_BUDGET,RECHECK,SINGLE_BASE,,,,"no-blend large-only 0.54 budget-exists, carried as large-only + existence-not-per-head caveat; do NOT emit the 0.38 among-FW-policy conditional or the valueless 'SMEs lower'","Only one emittable figure survives: 54% of large (250+) employers have a wellbeing budget (CIPD H&W 2025 Fig18, grade B). No SME rate ('SMEs lower' is directional with no value) and no whole-cohort all-UK rate, so no blend is possible — this is the large-only-single-base case. On overstatement: because the cohort is 190 large / 30 SME (86% large), unblended 0.54 overstates only mildly — if the SME"
REW_BEN_044,RECHECK,BLEND_ELIGIBLE,,,,"blend 0.175/0.70 (SME 17-18% / large 70%, on-row) -> 0.628 offer; emit 'Not offered' 0.372 only; eligibility-rule options stay unanchored (Fig14 among-offerers split = context)","On-row anchor carries the full split from one survey: 18% all / 70% large / 17-18% SME (CIPD Feb 2026, Grade A), so the blend is directly consumable: (0.175*30 + 0.70*190)/220 = 0.628 offering PMI, i.e. 'Not offered' ~0.372 vs seeded 43%. This lands inside the register's own note 'Co-op pool -> use 40-70%' (offer side 63%). Scope limit is the key ruling: the question asks eligibility RULES (multi_"
REW_BEN_045,RECHECK,BLEND_ELIGIBLE,,,,"blend 0.185/0.62 (all-UK~SME 18-19% Fig28 / large 62% Fig24, on-row) -> 0.561 offer; emit 'Not offered' 0.439 only; salary-multiple bands stay unanchored","On-row anchor is an all/large split the blend can consume: 62% large (Fig24) vs ~18-19% all/SME (Fig28 UK-only 18%), CIPD Feb 2026 Grade A — the anchor itself equates all with SME ('~18-19% all/SME'), which is safe since the all-UK weighted base is SME-dominated. Blend: (0.185*30 + 0.62*190)/220 = 0.561 offering death-in-service, 'Not offered' 0.439 — strikingly consistent with the seeded 'Not off"
REW_BEN_058,RECHECK,CONTEXT_VALUE,,,,"context: forward-looking benefits-SPEND direction split (plan increase 8% / same 73% / decrease 6%), not a retrospective enhanced-in-last-12m prevalence — no marginal","Question is retrospective and causal (enhanced benefits in the LAST 12 months, in response to cost-of-living/labour-market pressure). The anchor is a three-way direction-of-travel split of planned benefits-spend change — wrong tense (intention vs done), wrong construct (spend change vs provision enhancement), no causal attribution. The base itself (all-UK, CIPD Reward Survey n=1,059) is fine, so t"
REW_BEN_FAM_002,RECHECK,BLEND_ELIGIBLE,,,,"blend 0.19/0.60 (all-UK Fig28 as SME-side rate, large 250+ 0.60) -> enhance-any 0.544; emit None (statutory only) = 0.456; weeks bands NOT emitted from this figure - duration shape stays context (CIPD working-parents 2022: 18% 4-13wks / 21% 26wks among enhancers; Drewberry 2026 level distribution)","Grade A CIPD Reward Survey with a genuine all/large split (~19% all-UK Fig28, 60% large 250+) - exactly the (or all/large) form the cohort blend consumes. Blend gives (0.19*30 + 0.60*190)/220 = 0.544 enhance-any, so None (statutory only) = 0.456, matching the seeded headline 44% within 2pp. Two caveats must ride the emission: (1) the prevalence answers only the None-vs-any split of this duration q"
REW_BEN_FAM_006,RECHECK,CONTEXT_VALUE,,,,"context: statutory-floor values (SMP/SPP/ShPP GBP194.32/wk, SMP 6wks at 90% AWE, paternity 2wks, SPL 50wks, day-one rights) - legal baseline, no enhancement prevalence; no marginal","The question asks employer prevalence of paying the 18-week unpaid parental leave right; the anchor is a deliberate statutory-floor dump of family-leave PAY rates and durations - values, not a prevalence. The register notes state explicitly that the beyond-statutory enhancement prevalence 'remains unanchored' and the floor is anchored as baseline only. The anchor also only touches the actual subje"
REW_BEN_HOL_002,RECHECK,CONTEXT_VALUE,,,,"context: statutory-floor value (5.6 weeks / 28 days; employers MAY count the 8 bank holidays within it) - legal baseline, no prevalence measured; no marginal","The question asks the practice distribution (bank holidays in addition to vs included within annual leave); the anchor is a gov.uk-verified statutory value establishing only that both treatments are lawful and that on-top is an enhancement. The register's own base field says 'this is the LEGAL BASELINE, not a prevalence', bucket is MANUAL 'no %-value in anchor', and the notes concede the prevalenc"
REW_BEN_HOL_004,RECHECK,CONTEXT_SUBGROUP,,,,"context: collective-agreement base (IDR Payline, 56/98 = 0.57; unionised, 84% 250+ FTE, ~51% public/voluntary) - unblendable subgroup on an all-cohort question; no marginal until a re-based all-UK figure (CIPD-class) arrives","Subject matches exactly and the 0.57 is a genuine employer-prevalence, but the denominator is a convenience sample of collective agreements - unionised, public/large-skewed - and service-based leave is materially more common in that population (audit-confirmed textbook base mismatch). The skew dimension (unionisation/sector) is orthogonal to the SME/large blend, so no blend can rebase it. Would em"
REW_FAI_088,RECHECK,SINGLE_BASE,,,,"no-blend all-UK 0.40 always / 0.32 never (internal pay-range access; remainder ~0.28 partial), conditional on source re-check of PPT Fig18 provenance (possible external-advert figure re-use)","Structurally the cleanest single-base row: employer prevalence (~40% always publish pay ranges internally / 32% never), register base 'all-UK' (CIPD PPT 2024, n=832, grade A), no SME/large split, subject matches the live question exactly. So the machine rule is no-blend all-UK. The recheck's concern is provenance, not base: the ~40% is value-identical to the EXTERNAL job-advert figure on three sib"
REW_INC_072,RECHECK,SINGLE_BASE,,,,"no-blend large-only 0.15 (active-use rate; NEVER the ~0.45 use-or-considering composite — considering is not using); caveats carried: n=165 large UK employers, Oct 2022 labour-shortage PEAK, treat as upper bound for 2026","Subject matches exactly; single large-only base on an all-cohort question, so the SINGLE_BASE materiality test applies. On base alone, unblended emission does NOT materially overstate for THIS cohort: the blend population is 190 large / 30 SME, so even at an SME rate of ~5% the blended figure is (0.05*30 + 0.15*190)/220 ≈ 13.6% — about 1.4pp below the 15%, immaterial. The material overstatement ri"
REW_INC_103,RECHECK,CONTEXT_SUBGROUP,,,,context: employee-level receipt base — 12.2% of ALL UK employees received a bonus (yr to May 2025; small firms 20.4% vs large 7.8%) — receipt is not eligibility and economy-wide employees is not a within-org base; no marginal until a within-org eligibility figure arrives,"Textbook CONTEXT_SUBGROUP: the base is employee-level (Brightmine payroll dataset, all UK employees including staff of employers with no scheme), one of the enumerated unblendable bases. Two compounding gaps: receipt is a strict lower bound on eligibility (zero-payout years), and the economy-wide denominator cannot be re-based to the question's within-org, scheme-conditioned share (seeded '75%+ 34"
REW_INC_104,RECHECK,CONTEXT_VALUE,,,,"context: value/band distribution on the wrong denominator — payout as % of TARGET (90-100% band = 60% i.e. 26/43; 71-90% ≈ 23%) against a question denominated in % of MAXIMUM; no marginal without an explicit target-to-max conversion; n=43, 2019-20 vintage","Subject matches (bonus payout achievement) but both the quantity-type and the base fail: the anchor is a band DISTRIBUTION of an achievement value, and its denominator is target while the question's is maximum potential. Since maximum commonly sits at 150-200% of target, '90-100% of target' maps to roughly 50-70% of maximum — attaching it unadjusted would drag the seed toward the top band (seeded "
REW_INC_131,RECHECK,CONTEXT_SUBGROUP,,,,"context: subset-scope prevalence — AESP ~16% all-UK covers all-employee share plans only, and 21-24% is an among-performance-linked-employers base; neither maps to 'any LTI/equity at ANY level'; no marginal until an any-LTI prevalence figure arrives","The base of the headline ~16% (all-UK employers, CIPD PPT 2024 n=832 weighted) is sound, but the measured population of practices is a strict SUBSET of the question's scope: all-employee share plans exclude senior-only/executive LTIPs, the most common LTI form, which the question's 'for any levels' explicitly admits. The secondary 21-24% figure is additionally on an unblendable among-performance-l"
REW_INC_133,RECHECK,CONTEXT_SUBGROUP,,,,context: staff-category participation splits from NON-LTI schemes (team bonus MPT 37% vs other 23%; profit-share 32% vs 19%; AESP ~16%) — no LTI-eligibility-by-level quantity exists on the row; no marginal,"Question asks which of the org's own levels are eligible for LONG-TERM incentives (matrix). Every quantified figure in the anchor is a by-staff-category (MPT vs other — an occupational classification, not the org's grade structure) cut of SHORT-term collective schemes (team bonus, profit-share); only the unquantified senior-skew direction is on-subject. These are unblendable subgroup shares of the"
REW_PAY_HOURLY_MIN_1c6e096f,RECHECK,CONTEXT_VALUE,,,,"context: value figure (statutory floor — NLW 21+ £12.21 Apr 2025 -> £12.71 Apr 2026; NMW 18-20 £10.85) — left-tail boundary constraint only, no marginal","Question asks the distribution of employers' actual lowest hourly rates (seeded '£14-£15 18%'); the anchor is the legal wage floor — a statutory constant with base 'the law', measuring no employer behaviour. It validly bounds the distribution (nothing below £12.71 from Apr 2026) but says nothing about where mass sits above the floor, so it cannot generate or calibrate a marginal. Keep as the floor"
